v2	Id(M1)
Step Information: Vgs=400m  (Run: 1/5)
0.000000000000000e+000	2.705429e-013
1.000000000000000e-002	5.485153e-007
2.000000000000000e-002	1.028527e-006
3.000000000000000e-002	1.444050e-006
4.000000000000000e-002	1.799242e-006
5.000000000000000e-002	2.098482e-006
6.000000000000001e-002	2.346591e-006
7.000000000000001e-002	2.549066e-006
8.000000000000000e-002	2.712188e-006
9.000000000000000e-002	2.842790e-006
9.999999999999999e-002	2.947702e-006
1.100000000000000e-001	3.033100e-006
1.200000000000000e-001	3.104076e-006
1.300000000000000e-001	3.164540e-006
1.400000000000000e-001	3.217360e-006
1.500000000000000e-001	3.264589e-006
1.600000000000000e-001	3.307682e-006
1.700000000000000e-001	3.347676e-006
1.800000000000000e-001	3.385314e-006
1.900000000000000e-001	3.421138e-006
2.000000000000000e-001	3.455547e-006
2.100000000000001e-001	3.488841e-006
2.200000000000001e-001	3.521245e-006
2.300000000000001e-001	3.552936e-006
2.400000000000001e-001	3.584050e-006
2.500000000000001e-001	3.614696e-006
2.600000000000001e-001	3.644958e-006
2.700000000000001e-001	3.674909e-006
2.800000000000001e-001	3.704604e-006
2.900000000000001e-001	3.734090e-006
3.000000000000001e-001	3.763407e-006
3.100000000000001e-001	3.792587e-006
3.200000000000001e-001	3.821658e-006
3.300000000000001e-001	3.850643e-006
3.400000000000001e-001	3.879563e-006
3.500000000000001e-001	3.908434e-006
3.600000000000002e-001	3.937272e-006
3.700000000000002e-001	3.966089e-006
3.800000000000002e-001	3.994896e-006
3.900000000000002e-001	4.023704e-006
4.000000000000002e-001	4.052521e-006
4.100000000000002e-001	4.081354e-006
4.200000000000002e-001	4.110212e-006
4.300000000000002e-001	4.139099e-006
4.400000000000002e-001	4.168020e-006
4.500000000000002e-001	4.196982e-006
4.600000000000002e-001	4.225987e-006
4.700000000000003e-001	4.255041e-006
4.800000000000003e-001	4.284146e-006
4.900000000000003e-001	4.313305e-006
5.000000000000002e-001	4.342523e-006
5.100000000000002e-001	4.371800e-006
5.200000000000002e-001	4.401139e-006
5.300000000000003e-001	4.430543e-006
5.400000000000003e-001	4.460013e-006
5.500000000000003e-001	4.489551e-006
5.600000000000003e-001	4.519160e-006
