v1	Id(M1)
0.000000000000000e+000	2.104471e-009
1.000000000000000e-002	2.818941e-009
2.000000000000000e-002	3.743859e-009
3.000000000000000e-002	4.939879e-009
4.000000000000000e-002	6.483939e-009
5.000000000000000e-002	8.473189e-009
6.000000000000001e-002	1.102971e-008
7.000000000000001e-002	1.430612e-008
8.000000000000000e-002	1.849226e-008
9.000000000000000e-002	2.382295e-008
9.999999999999999e-002	3.058717e-008
1.100000000000000e-001	3.913862e-008
1.200000000000000e-001	4.990796e-008
1.300000000000000e-001	6.341691e-008
1.400000000000000e-001	8.029414e-008
1.500000000000000e-001	1.012931e-007
1.600000000000000e-001	1.273117e-007
1.700000000000000e-001	1.594124e-007
1.800000000000000e-001	1.988425e-007
1.900000000000000e-001	2.470521e-007
2.000000000000000e-001	3.057068e-007
2.100000000000001e-001	3.766917e-007
2.200000000000001e-001	4.621038e-007
2.300000000000001e-001	5.642272e-007
2.400000000000001e-001	6.854904e-007
2.500000000000001e-001	8.284037e-007
2.600000000000001e-001	9.954786e-007
2.700000000000001e-001	1.189133e-006
2.800000000000001e-001	1.411592e-006
2.900000000000001e-001	1.664786e-006
3.000000000000001e-001	1.950271e-006
3.100000000000001e-001	2.269152e-006
3.200000000000001e-001	2.622053e-006
3.300000000000001e-001	3.009084e-006
3.400000000000001e-001	3.429633e-006
3.500000000000001e-001	3.882737e-006
3.600000000000002e-001	4.367137e-006
3.700000000000002e-001	4.881270e-006
3.800000000000002e-001	5.423345e-006
3.900000000000002e-001	5.991420e-006
4.000000000000002e-001	6.583470e-006
4.100000000000002e-001	7.197451e-006
4.200000000000002e-001	7.831347e-006
4.300000000000002e-001	8.483211e-006
4.400000000000002e-001	9.151192e-006
4.500000000000002e-001	9.833559e-006
4.600000000000002e-001	1.052871e-005
4.700000000000003e-001	1.123516e-005
4.800000000000003e-001	1.195160e-005
4.900000000000003e-001	1.267680e-005
5.000000000000002e-001	1.340969e-005
5.100000000000002e-001	1.414930e-005
5.200000000000002e-001	1.489478e-005
5.300000000000003e-001	1.564537e-005
5.400000000000003e-001	1.640039e-005
5.500000000000003e-001	1.715925e-005
5.600000000000003e-001	1.792143e-005
5.700000000000003e-001	1.868649e-005
5.800000000000003e-001	1.945400e-005
5.900000000000003e-001	2.022362e-005
6.000000000000003e-001	2.099504e-005
6.100000000000003e-001	2.176799e-005
6.200000000000003e-001	2.254222e-005
6.300000000000003e-001	2.331752e-005
6.400000000000004e-001	2.409370e-005
6.500000000000004e-001	2.487061e-005
6.600000000000004e-001	2.564808e-005
6.700000000000004e-001	2.642600e-005
6.800000000000004e-001	2.720424e-005
6.900000000000004e-001	2.798271e-005
7.000000000000004e-001	2.876129e-005
7.100000000000004e-001	2.953993e-005
7.200000000000004e-001	3.031853e-005
7.300000000000004e-001	3.109704e-005
7.400000000000004e-001	3.187538e-005
7.500000000000004e-001	3.265350e-005
7.600000000000005e-001	3.343136e-005
7.700000000000005e-001	3.420890e-005
7.800000000000005e-001	3.498608e-005
7.900000000000005e-001	3.576286e-005
8.000000000000005e-001	3.653920e-005
8.100000000000005e-001	3.731508e-005
8.200000000000005e-001	3.809046e-005
8.300000000000005e-001	3.886531e-005
8.400000000000005e-001	3.963961e-005
8.500000000000005e-001	4.041332e-005
8.600000000000005e-001	4.118643e-005
8.700000000000006e-001	4.195892e-005
8.800000000000006e-001	4.273076e-005
8.900000000000006e-001	4.350193e-005
9.000000000000006e-001	4.427242e-005
9.100000000000006e-001	4.504220e-005
9.200000000000006e-001	4.581128e-005
9.300000000000006e-001	4.657961e-005
9.400000000000006e-001	4.734721e-005
9.500000000000006e-001	4.811405e-005
9.600000000000006e-001	4.888011e-005
9.700000000000006e-001	4.964539e-005
9.800000000000007e-001	5.040988e-005
9.900000000000007e-001	5.117356e-005
1.000000000000001e+000	5.193643e-005
1.010000000000001e+000	5.269847e-005
1.020000000000001e+000	5.345968e-005
1.030000000000001e+000	5.422005e-005
1.040000000000001e+000	5.497957e-005
1.050000000000001e+000	5.573824e-005
1.060000000000001e+000	5.649604e-005
1.070000000000001e+000	5.725296e-005
1.080000000000001e+000	5.800902e-005
1.090000000000001e+000	5.876418e-005
1.100000000000001e+000	5.951846e-005
1.110000000000001e+000	6.027185e-005
1.120000000000001e+000	6.102434e-005
1.130000000000001e+000	6.177592e-005
1.140000000000001e+000	6.252660e-005
1.150000000000001e+000	6.327635e-005
1.160000000000001e+000	6.402520e-005
1.170000000000001e+000	6.477312e-005
1.180000000000001e+000	6.552012e-005
1.190000000000001e+000	6.626619e-005
1.200000000000000e+000	6.701133e-005
