v2	Id(M1)
Step Information: Vgs=300m  (Run: 1/4)
0.000000000000000e+000	2.249316e-013
1.000000000000000e-002	1.591615e-007
2.000000000000000e-002	2.861026e-007
3.000000000000000e-002	3.842420e-007
4.000000000000000e-002	4.577241e-007
5.000000000000000e-002	5.113588e-007
6.000000000000001e-002	5.501842e-007
7.000000000000001e-002	5.787389e-007
8.000000000000000e-002	6.005322e-007
9.000000000000000e-002	6.179777e-007
9.999999999999999e-002	6.326251e-007
1.100000000000000e-001	6.454439e-007
1.200000000000000e-001	6.570415e-007
1.300000000000000e-001	6.678050e-007
1.400000000000000e-001	6.779870e-007
1.500000000000000e-001	6.877574e-007
1.600000000000000e-001	6.972331e-007
1.700000000000000e-001	7.064965e-007
1.800000000000000e-001	7.156077e-007
1.900000000000000e-001	7.246107e-007
2.000000000000000e-001	7.335391e-007
2.100000000000001e-001	7.424184e-007
2.200000000000001e-001	7.512688e-007
2.300000000000001e-001	7.601060e-007
2.400000000000001e-001	7.689430e-007
2.500000000000001e-001	7.777901e-007
2.600000000000001e-001	7.866558e-007
2.700000000000001e-001	7.955475e-007
2.800000000000001e-001	8.044710e-007
2.900000000000001e-001	8.134314e-007
3.000000000000001e-001	8.224333e-007
3.100000000000001e-001	8.314804e-007
3.200000000000001e-001	8.405760e-007
3.300000000000001e-001	8.497231e-007
3.400000000000001e-001	8.589241e-007
3.500000000000001e-001	8.681815e-007
3.600000000000002e-001	8.774973e-007
3.700000000000002e-001	8.868734e-007
3.800000000000002e-001	8.963114e-007
3.900000000000002e-001	9.058130e-007
4.000000000000002e-001	9.153795e-007
4.100000000000002e-001	9.250123e-007
4.200000000000002e-001	9.347125e-007
4.300000000000002e-001	9.444814e-007
4.400000000000002e-001	9.543201e-007
4.500000000000002e-001	9.642293e-007
4.600000000000002e-001	9.742103e-007
4.700000000000003e-001	9.842637e-007
4.800000000000003e-001	9.943905e-007
4.900000000000003e-001	1.004591e-006
5.000000000000002e-001	1.014867e-006
5.100000000000002e-001	1.025219e-006
5.200000000000002e-001	1.035647e-006
5.300000000000003e-001	1.046152e-006
5.400000000000003e-001	1.056735e-006
5.500000000000003e-001	1.067396e-006
5.600000000000003e-001	1.078137e-006
5.700000000000003e-001	1.088956e-006
5.800000000000003e-001	1.099856e-006
5.900000000000003e-001	1.110837e-006
6.000000000000003e-001	1.121899e-006
6.100000000000003e-001	1.133043e-006
6.200000000000003e-001	1.144269e-006
6.300000000000003e-001	1.155578e-006
6.400000000000004e-001	1.166970e-006
6.500000000000004e-001	1.178446e-006
6.600000000000004e-001	1.190007e-006
6.700000000000004e-001	1.201652e-006
6.800000000000004e-001	1.213382e-006
6.900000000000004e-001	1.225199e-006
7.000000000000004e-001	1.237101e-006
7.100000000000004e-001	1.249090e-006
7.200000000000004e-001	1.261166e-006
7.300000000000004e-001	1.273329e-006
7.400000000000004e-001	1.285581e-006
7.500000000000004e-001	1.297920e-006
7.600000000000005e-001	1.310348e-006
7.700000000000005e-001	1.322866e-006
7.800000000000005e-001	1.335472e-006
7.900000000000005e-001	1.348169e-006
8.000000000000005e-001	1.360956e-006
8.100000000000005e-001	1.373833e-006
8.200000000000005e-001	1.386802e-006
8.300000000000005e-001	1.399862e-006
8.400000000000005e-001	1.413013e-006
8.500000000000005e-001	1.426257e-006
8.600000000000005e-001	1.439593e-006
8.700000000000006e-001	1.453022e-006
8.800000000000006e-001	1.466544e-006
8.900000000000006e-001	1.480160e-006
9.000000000000006e-001	1.493869e-006
9.100000000000006e-001	1.507673e-006
9.200000000000006e-001	1.521571e-006
9.300000000000006e-001	1.535563e-006
9.400000000000006e-001	1.549651e-006
9.500000000000006e-001	1.563835e-006
9.600000000000006e-001	1.578114e-006
9.700000000000006e-001	1.592489e-006
9.800000000000007e-001	1.606960e-006
9.900000000000007e-001	1.621528e-006
1.000000000000001e+000	1.636193e-006
1.010000000000001e+000	1.650955e-006
1.020000000000001e+000	1.665815e-006
1.030000000000001e+000	1.680772e-006
1.040000000000001e+000	1.695828e-006
1.050000000000001e+000	1.710982e-006
1.060000000000001e+000	1.726234e-006
1.070000000000001e+000	1.741585e-006
1.080000000000001e+000	1.757036e-006
1.090000000000001e+000	1.772586e-006
1.100000000000001e+000	1.788235e-006
1.110000000000001e+000	1.803985e-006
1.120000000000001e+000	1.819834e-006
1.130000000000001e+000	1.835784e-006
1.140000000000001e+000	1.851835e-006
1.150000000000001e+000	1.867987e-006
1.160000000000001e+000	1.884240e-006
1.170000000000001e+000	1.900595e-006
1.180000000000001e+000	1.917051e-006
1.190000000000001e+000	1.933610e-006
1.200000000000000e+000	1.950271e-006
Step Information: Vgs=600m  (Run: 2/4)
0.000000000000000e+000	-1.453006e-012
1.000000000000000e-002	1.396628e-006
2.000000000000000e-002	2.709497e-006
3.000000000000000e-002	3.941406e-006
4.000000000000000e-002	5.095053e-006
5.000000000000000e-002	6.172991e-006
6.000000000000001e-002	7.177615e-006
7.000000000000001e-002	8.111150e-006
8.000000000000000e-002	8.975651e-006
9.000000000000000e-002	9.773014e-006
9.999999999999999e-002	1.050501e-005
1.100000000000000e-001	1.117331e-005
1.200000000000000e-001	1.177964e-005
1.300000000000000e-001	1.232583e-005
1.400000000000000e-001	1.281404e-005
1.500000000000000e-001	1.324696e-005
1.600000000000000e-001	1.362797e-005
1.700000000000000e-001	1.396122e-005
1.800000000000000e-001	1.425150e-005
1.900000000000000e-001	1.450407e-005
2.000000000000000e-001	1.472425e-005
2.100000000000001e-001	1.491713e-005
2.200000000000001e-001	1.508734e-005
2.300000000000001e-001	1.523886e-005
2.400000000000001e-001	1.537506e-005
2.500000000000001e-001	1.549872e-005
2.600000000000001e-001	1.561208e-005
2.700000000000001e-001	1.571696e-005
2.800000000000001e-001	1.581482e-005
2.900000000000001e-001	1.590682e-005
3.000000000000001e-001	1.599391e-005
3.100000000000001e-001	1.607685e-005
3.200000000000001e-001	1.615628e-005
3.300000000000001e-001	1.623270e-005
3.400000000000001e-001	1.630653e-005
3.500000000000001e-001	1.637812e-005
3.600000000000002e-001	1.644776e-005
3.700000000000002e-001	1.651569e-005
3.800000000000002e-001	1.658213e-005
3.900000000000002e-001	1.664725e-005
4.000000000000002e-001	1.671119e-005
4.100000000000002e-001	1.677409e-005
4.200000000000002e-001	1.683606e-005
4.300000000000002e-001	1.689719e-005
4.400000000000002e-001	1.695756e-005
4.500000000000002e-001	1.701726e-005
4.600000000000002e-001	1.707634e-005
4.700000000000003e-001	1.713486e-005
4.800000000000003e-001	1.719288e-005
4.900000000000003e-001	1.725043e-005
5.000000000000002e-001	1.730755e-005
5.100000000000002e-001	1.736429e-005
5.200000000000002e-001	1.742067e-005
5.300000000000003e-001	1.747672e-005
5.400000000000003e-001	1.753246e-005
5.500000000000003e-001	1.758793e-005
5.600000000000003e-001	1.764314e-005
5.700000000000003e-001	1.769811e-005
5.800000000000003e-001	1.775286e-005
5.900000000000003e-001	1.780740e-005
6.000000000000003e-001	1.786175e-005
6.100000000000003e-001	1.791592e-005
6.200000000000003e-001	1.796993e-005
6.300000000000003e-001	1.802377e-005
6.400000000000004e-001	1.807748e-005
6.500000000000004e-001	1.813105e-005
6.600000000000004e-001	1.818450e-005
6.700000000000004e-001	1.823782e-005
6.800000000000004e-001	1.829104e-005
6.900000000000004e-001	1.834415e-005
7.000000000000004e-001	1.839716e-005
7.100000000000004e-001	1.845009e-005
7.200000000000004e-001	1.850292e-005
7.300000000000004e-001	1.855568e-005
7.400000000000004e-001	1.860836e-005
7.500000000000004e-001	1.866097e-005
7.600000000000005e-001	1.871352e-005
7.700000000000005e-001	1.876600e-005
7.800000000000005e-001	1.881842e-005
7.900000000000005e-001	1.887079e-005
8.000000000000005e-001	1.892310e-005
8.100000000000005e-001	1.897536e-005
8.200000000000005e-001	1.902758e-005
8.300000000000005e-001	1.907976e-005
8.400000000000005e-001	1.913189e-005
8.500000000000005e-001	1.918399e-005
8.600000000000005e-001	1.923605e-005
8.700000000000006e-001	1.928807e-005
8.800000000000006e-001	1.934007e-005
8.900000000000006e-001	1.939203e-005
9.000000000000006e-001	1.944397e-005
9.100000000000006e-001	1.949588e-005
9.200000000000006e-001	1.954776e-005
9.300000000000006e-001	1.959962e-005
9.400000000000006e-001	1.965146e-005
9.500000000000006e-001	1.970328e-005
9.600000000000006e-001	1.975508e-005
9.700000000000006e-001	1.980686e-005
9.800000000000007e-001	1.985863e-005
9.900000000000007e-001	1.991038e-005
1.000000000000001e+000	1.996211e-005
1.010000000000001e+000	2.001383e-005
1.020000000000001e+000	2.006554e-005
1.030000000000001e+000	2.011724e-005
1.040000000000001e+000	2.016893e-005
1.050000000000001e+000	2.022060e-005
1.060000000000001e+000	2.027227e-005
1.070000000000001e+000	2.032393e-005
1.080000000000001e+000	2.037558e-005
1.090000000000001e+000	2.042723e-005
1.100000000000001e+000	2.047887e-005
1.110000000000001e+000	2.053050e-005
1.120000000000001e+000	2.058213e-005
1.130000000000001e+000	2.063375e-005
1.140000000000001e+000	2.068537e-005
1.150000000000001e+000	2.073699e-005
1.160000000000001e+000	2.078860e-005
1.170000000000001e+000	2.084021e-005
1.180000000000001e+000	2.089182e-005
1.190000000000001e+000	2.094343e-005
1.200000000000000e+000	2.099504e-005
Step Information: Vgs=900m  (Run: 3/4)
0.000000000000000e+000	-2.484992e-011
1.000000000000000e-002	2.021109e-006
2.000000000000000e-002	3.974535e-006
3.000000000000000e-002	5.861715e-006
4.000000000000000e-002	7.684066e-006
5.000000000000000e-002	9.442953e-006
6.000000000000001e-002	1.113969e-005
7.000000000000001e-002	1.277552e-005
8.000000000000000e-002	1.435165e-005
9.000000000000000e-002	1.586919e-005
9.999999999999999e-002	1.732920e-005
1.100000000000000e-001	1.873266e-005
1.200000000000000e-001	2.008047e-005
1.300000000000000e-001	2.137345e-005
1.400000000000000e-001	2.261232e-005
1.500000000000000e-001	2.379772e-005
1.600000000000000e-001	2.493016e-005
1.700000000000000e-001	2.601007e-005
1.800000000000000e-001	2.703774e-005
1.900000000000000e-001	2.801337e-005
2.000000000000000e-001	2.893704e-005
2.100000000000001e-001	2.980875e-005
2.200000000000001e-001	3.062845e-005
2.300000000000001e-001	3.139611e-005
2.400000000000001e-001	3.211176e-005
2.500000000000001e-001	3.277564e-005
2.600000000000001e-001	3.338831e-005
2.700000000000001e-001	3.395076e-005
2.800000000000001e-001	3.446453e-005
2.900000000000001e-001	3.493174e-005
3.000000000000001e-001	3.535513e-005
3.100000000000001e-001	3.573791e-005
3.200000000000001e-001	3.608363e-005
3.300000000000001e-001	3.639603e-005
3.400000000000001e-001	3.667881e-005
3.500000000000001e-001	3.693555e-005
3.600000000000002e-001	3.716953e-005
3.700000000000002e-001	3.738376e-005
3.800000000000002e-001	3.758088e-005
3.900000000000002e-001	3.776320e-005
4.000000000000002e-001	3.793272e-005
4.100000000000002e-001	3.809116e-005
4.200000000000002e-001	3.823998e-005
4.300000000000002e-001	3.838043e-005
4.400000000000002e-001	3.851358e-005
4.500000000000002e-001	3.864033e-005
4.600000000000002e-001	3.876146e-005
4.700000000000003e-001	3.887764e-005
4.800000000000003e-001	3.898942e-005
4.900000000000003e-001	3.909730e-005
5.000000000000002e-001	3.920171e-005
5.100000000000002e-001	3.930301e-005
5.200000000000002e-001	3.940151e-005
5.300000000000003e-001	3.949750e-005
5.400000000000003e-001	3.959121e-005
5.500000000000003e-001	3.968287e-005
5.600000000000003e-001	3.977265e-005
5.700000000000003e-001	3.986073e-005
5.800000000000003e-001	3.994724e-005
5.900000000000003e-001	4.003233e-005
6.000000000000003e-001	4.011611e-005
6.100000000000003e-001	4.019868e-005
6.200000000000003e-001	4.028014e-005
6.300000000000003e-001	4.036057e-005
6.400000000000004e-001	4.044005e-005
6.500000000000004e-001	4.051863e-005
6.600000000000004e-001	4.059640e-005
6.700000000000004e-001	4.067340e-005
6.800000000000004e-001	4.074968e-005
6.900000000000004e-001	4.082529e-005
7.000000000000004e-001	4.090028e-005
7.100000000000004e-001	4.097468e-005
7.200000000000004e-001	4.104853e-005
7.300000000000004e-001	4.112185e-005
7.400000000000004e-001	4.119469e-005
7.500000000000004e-001	4.126707e-005
7.600000000000005e-001	4.133901e-005
7.700000000000005e-001	4.141054e-005
7.800000000000005e-001	4.148169e-005
7.900000000000005e-001	4.155246e-005
8.000000000000005e-001	4.162288e-005
8.100000000000005e-001	4.169297e-005
8.200000000000005e-001	4.176274e-005
8.300000000000005e-001	4.183221e-005
8.400000000000005e-001	4.190140e-005
8.500000000000005e-001	4.197031e-005
8.600000000000005e-001	4.203896e-005
8.700000000000006e-001	4.210736e-005
8.800000000000006e-001	4.217552e-005
8.900000000000006e-001	4.224346e-005
9.000000000000006e-001	4.231117e-005
9.100000000000006e-001	4.237868e-005
9.200000000000006e-001	4.244599e-005
9.300000000000006e-001	4.251310e-005
9.400000000000006e-001	4.258003e-005
9.500000000000006e-001	4.264678e-005
9.600000000000006e-001	4.271336e-005
9.700000000000006e-001	4.277977e-005
9.800000000000007e-001	4.284602e-005
9.900000000000007e-001	4.291212e-005
1.000000000000001e+000	4.297808e-005
1.010000000000001e+000	4.304389e-005
1.020000000000001e+000	4.310956e-005
1.030000000000001e+000	4.317510e-005
1.040000000000001e+000	4.324051e-005
1.050000000000001e+000	4.330579e-005
1.060000000000001e+000	4.337096e-005
1.070000000000001e+000	4.343601e-005
1.080000000000001e+000	4.350094e-005
1.090000000000001e+000	4.356577e-005
1.100000000000001e+000	4.363048e-005
1.110000000000001e+000	4.369510e-005
1.120000000000001e+000	4.375961e-005
1.130000000000001e+000	4.382403e-005
1.140000000000001e+000	4.388835e-005
1.150000000000001e+000	4.395258e-005
1.160000000000001e+000	4.401672e-005
1.170000000000001e+000	4.408077e-005
1.180000000000001e+000	4.414473e-005
1.190000000000001e+000	4.420862e-005
1.200000000000000e+000	4.427242e-005
Step Information: Vgs=1.2  (Run: 4/4)
0.000000000000000e+000	-1.742587e-010
1.000000000000000e-002	2.305640e-006
2.000000000000000e-002	4.557839e-006
3.000000000000000e-002	6.757285e-006
4.000000000000000e-002	8.904814e-006
5.000000000000000e-002	1.100124e-005
6.000000000000001e-002	1.304737e-005
7.000000000000001e-002	1.504395e-005
8.000000000000000e-002	1.699175e-005
9.000000000000000e-002	1.889147e-005
9.999999999999999e-002	2.074382e-005
1.100000000000000e-001	2.254946e-005
1.200000000000000e-001	2.430902e-005
1.300000000000000e-001	2.602312e-005
1.400000000000000e-001	2.769233e-005
1.500000000000000e-001	2.931721e-005
1.600000000000000e-001	3.089826e-005
1.700000000000000e-001	3.243595e-005
1.800000000000000e-001	3.393071e-005
1.900000000000000e-001	3.538293e-005
2.000000000000000e-001	3.679296e-005
